raw_smiles,is_valid,canonical_smiles,isomeric_smiles,failure_reasons,chemically_sane,sanity_reasons,formal_charge,heavy_atoms,is_neutral,is_single_component,has_LA,has_LB,LA_types,LB_types,excluded_LB_types,negative_flags,flp_tier,min_LA_LB_bonds,is_strict_flp_like,review_reason,review_id,decision,in_old_train
Cc1cc(C)c(P([C](=CC(C)(C)C)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(P([C](=CC(C)(C)C)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P([C](=CC(C)(C)C)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,[],True,[],0,34,True,True,False,True,[],['LB_phosphine'],[],[],LB_only,,False,no_LA,R012,keep_reference,False
CC(C)(C)C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c1ccccc1)c1ccccc1,True,CC(C)(C)C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c1ccccc1)c1ccccc1,CC(C)(C)C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c1ccccc1)c1ccccc1,[],True,[],0,28,True,True,False,True,[],['LB_phosphine'],[],[],LB_only,,False,no_LA,R013,keep_reference,False
Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,[],True,[],0,36,True,True,False,True,[],['LB_phosphine'],[],[],LB_only,,False,no_LA,R014,keep_reference,False
C[C](C)(C)[Al]([C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1)[C](C)(C)C,True,C[C](C)(C)[Al]([C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1)[C](C)(C)C,C[C](C)(C)[Al]([C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1)[C](C)(C)C,[],True,[],0,30,True,True,False,True,[],['LB_phosphine'],[],[],LB_only,,False,no_LA,R015,keep_reference,False
Cc1cc(C)c(C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,[],True,[],0,39,True,True,False,True,[],['LB_phosphine'],[],[],LB_only,,False,no_LA,R016,keep_reference,False
Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,[],True,[],0,38,True,True,False,True,[],['LB_phosphine'],[],[],LB_only,,False,no_LA,R017,keep_reference,False
CC(C)(C)[CH2][Al]([CH2]C(C)(C)C)[C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1,True,CC(C)(C)[CH2][Al]([CH2]C(C)(C)C)[C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1,CC(C)(C)[CH2][Al]([CH2]C(C)(C)C)[C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1,[],True,[],0,32,True,True,False,True,[],['LB_phosphine'],[],[],LB_only,,False,no_LA,R018,keep_reference,False
Cc1cc(C)c(C=[C]([Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(C=[C]([Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(C=[C]([Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,[],True,[],0,41,True,True,False,True,[],['LB_phosphine'],[],[],LB_only,,False,no_LA,R019,keep_reference,False
CC[C](=C(CC)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)[Al]([C](C)(C)C)[C](C)(C)C,True,CC[C](=C(CC)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)[Al]([C](C)(C)C)[C](C)(C)C,CC[C](=C(CC)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)[Al]([C](C)(C)C)[C](C)(C)C,[],True,[],0,34,True,True,False,True,[],['LB_phosphine'],[],[],LB_only,,False,no_LA,R020,keep_reference,False
CC[C](=C(CC)P(c1ccccc1)c1ccccc1)[Al]([C](C)(C)C)[C](C)(C)C,True,CC[C](=C(CC)P(c1ccccc1)c1ccccc1)[Al]([C](C)(C)C)[C](C)(C)C,CC[C](=C(CC)P(c1ccccc1)c1ccccc1)[Al]([C](C)(C)C)[C](C)(C)C,[],True,[],0,28,True,True,False,True,[],['LB_phosphine'],[],[],LB_only,,False,no_LA,R021,keep_reference,False
C[Si](C)(Cl)N1CCCN2CCCN=C21,True,C[Si](C)(Cl)N1CCCN2CCCN=C21,C[Si](C)(Cl)N1CCCN2CCCN=C21,[],True,[],0,14,True,True,False,True,[],['LB_amine'],[],[],LB_only,,False,no_LA,R022,discard,False
CC(C)(C)P(C[Si](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,True,CC(C)(C)P(C[Si](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,CC(C)(C)P(C[Si](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,[],True,[],0,44,True,True,False,True,[],['LB_phosphine'],[],[],LB_only,,False,no_LA,R023,discard,False
CC(C)(C)P(C[Si](c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,True,CC(C)(C)P(C[Si](c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,CC(C)(C)P(C[Si](c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,[],True,[],0,44,True,True,False,True,[],['LB_phosphine'],[],[],LB_only,,False,no_LA,R024,discard,False
CC(C)(C)P(C[Si](F)(F)F)C(C)(C)C,True,CC(C)(C)P(C[Si](F)(F)F)C(C)(C)C,CC(C)(C)P(C[Si](F)(F)F)C(C)(C)C,[],True,[],0,14,True,True,False,True,[],['LB_phosphine'],[],[],LB_only,,False,no_LA,R025,discard,False
CC(C)(C)P(C[Si](Cl)(Cl)Cl)C(C)(C)C,True,CC(C)(C)P(C[Si](Cl)(Cl)Cl)C(C)(C)C,CC(C)(C)P(C[Si](Cl)(Cl)Cl)C(C)(C)C,[],True,[],0,14,True,True,False,True,[],['LB_phosphine'],[],[],LB_only,,False,no_LA,R026,discard,False
CC(c1ccc(Br)cc1)(c1ccn(C(C)(C)C)c1)c1ccn(C(C)(C)C)c1,True,CC(c1ccc(Br)cc1)(c1ccn(C(C)(C)C)c1)c1ccn(C(C)(C)C)c1,CC(c1ccc(Br)cc1)(c1ccn(C(C)(C)C)c1)c1ccn(C(C)(C)C)c1,[],True,[],0,27,True,True,False,True,[],['LB_aromatic_N'],[],[],LB_only,,False,no_LA,R027,discard,True
Cc1cc(C)c(P(OB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(P(OB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(OB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,[],True,[],0,43,True,True,True,False,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",[],['LB_other_P'],[],LA_only,,False,no_LB,R028,discard,True
Cc1cc(C)c(P(OB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(P(OB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(OB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,[],True,[],0,43,True,True,True,False,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",[],['LB_other_P'],[],LA_only,,False,no_LB,R029,discard,True
Fc1c(F)c(F)c(B(OP(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,True,Fc1c(F)c(F)c(B(OP(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(OP(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,[],True,[],0,37,True,True,True,False,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",[],['LB_other_P'],[],LA_only,,False,no_LB,R030,discard,True
Clc1c(Cl)c(Cl)c(B(OP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,True,Clc1c(Cl)c(Cl)c(B(OP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(OP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,[],True,[],0,37,True,True,True,False,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",[],['LB_other_P'],[],LA_only,,False,no_LB,R031,discard,False
Cc1ccc(SC(=CC(C)(C)C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)cc1,True,Cc1ccc(SC(=CC(C)(C)C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)cc1,Cc1ccc(SC(=CC(C)(C)C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)cc1,[],True,[],0,37,True,True,True,False,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",[],[],[],LA_only,,False,no_LB,R032,discard,True
Cc1ccc(SC(=CC(C)(C)C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,True,Cc1ccc(SC(=CC(C)(C)C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,Cc1ccc(SC(=CC(C)(C)C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,[],True,[],0,37,True,True,True,False,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",[],[],[],LA_only,,False,no_LB,R033,discard,True
Bc1c(F)c(F)c(F)c(F)c1F,True,Bc1c(F)c(F)c(F)c(F)c1F,Bc1c(F)c(F)c(F)c(F)c1F,[],True,[],0,12,True,True,False,False,[],[],[],[],no_LA_LB,,False,no_LA_or_LB,R034,discard,True
Bc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,True,Bc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Bc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,[],True,[],0,12,True,True,False,False,[],[],[],[],no_LA_LB,,False,no_LA_or_LB,R035,discard,True
Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)CCC[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,True,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)CCC[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)CCC[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,[],True,[],0,45,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R036,keep_reference,False
Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)CCC[B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,True,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)CCC[B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)CCC[B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,[],True,[],0,45,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R037,keep_reference,False
Fc1c(F)c(F)c([B-]2(c3c(F)c(F)c(F)c(F)c3F)CCC[P+]2(c2ccccc2)c2ccccc2)c(F)c1F,True,Fc1c(F)c(F)c([B-]2(c3c(F)c(F)c(F)c(F)c3F)CCC[P+]2(c2ccccc2)c2ccccc2)c(F)c1F,Fc1c(F)c(F)c([B-]2(c3c(F)c(F)c(F)c(F)c3F)CCC[P+]2(c2ccccc2)c2ccccc2)c(F)c1F,[],True,[],0,39,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R038,keep_reference,True
Clc1c(Cl)c(Cl)c([B-]2(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)CCC[P+]2(c2ccccc2)c2ccccc2)c(Cl)c1Cl,True,Clc1c(Cl)c(Cl)c([B-]2(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)CCC[P+]2(c2ccccc2)c2ccccc2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c([B-]2(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)CCC[P+]2(c2ccccc2)c2ccccc2)c(Cl)c1Cl,[],True,[],0,39,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R039,keep_reference,False
Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)C(C)C[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,True,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)C(C)C[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)C(C)C[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,[],True,[],0,45,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R040,keep_reference,True
Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)C(C)C[B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,True,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)C(C)C[B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)C(C)C[B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,[],True,[],0,45,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R041,keep_reference,True
CC1C[B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)[P+]1(c1ccccc1)c1ccccc1,True,CC1C[B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)[P+]1(c1ccccc1)c1ccccc1,CC1C[B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)[P+]1(c1ccccc1)c1ccccc1,[],True,[],0,39,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R042,keep_reference,True
CC1C[B-](c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)[P+]1(c1ccccc1)c1ccccc1,True,CC1C[B-](c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)[P+]1(c1ccccc1)c1ccccc1,CC1C[B-](c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)[P+]1(c1ccccc1)c1ccccc1,[],True,[],0,39,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R043,keep_reference,False
Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)C(c3ccccc3)C[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,True,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)C(c3ccccc3)C[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)C(c3ccccc3)C[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,[],True,[],0,50,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R044,keep_reference,True
Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)C(c3ccccc3)C[B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,True,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)C(c3ccccc3)C[B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)C(c3ccccc3)C[B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,[],True,[],0,50,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R045,keep_reference,True
Fc1c(F)c(F)c([B-]2(c3c(F)c(F)c(F)c(F)c3F)CC(c3ccccc3)[P+]2(c2ccccc2)c2ccccc2)c(F)c1F,True,Fc1c(F)c(F)c([B-]2(c3c(F)c(F)c(F)c(F)c3F)CC(c3ccccc3)[P+]2(c2ccccc2)c2ccccc2)c(F)c1F,Fc1c(F)c(F)c([B-]2(c3c(F)c(F)c(F)c(F)c3F)CC(c3ccccc3)[P+]2(c2ccccc2)c2ccccc2)c(F)c1F,[],True,[],0,44,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R046,keep_reference,True
Clc1c(Cl)c(Cl)c([B-]2(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)CC(c3ccccc3)[P+]2(c2ccccc2)c2ccccc2)c(Cl)c1Cl,True,Clc1c(Cl)c(Cl)c([B-]2(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)CC(c3ccccc3)[P+]2(c2ccccc2)c2ccccc2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c([B-]2(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)CC(c3ccccc3)[P+]2(c2ccccc2)c2ccccc2)c(Cl)c1Cl,[],True,[],0,44,True,True,False,False,[],[],['LB_phosphonium'],"['borate', 'direct_B_P_bond', 'phosphonium']",no_LA_LB,,False,"borate, direct_B_P_bond, phosphonium",R047,keep_reference,False
